value,segments,language,borrowing_score
menyusul,"['m', 'e', 'ɲ', 'u', 's', 'u', 'l']",Indonesian,0.0
mengikuti,"['m', 'e', 'ŋ', 'i', 'k', 'u', 't', 'i']",Indonesian,0.0
menurut,"['m', 'e', 'n', 'u', 'r', 'u', 't']",Indonesian,0.0
mengejar,"['m', 'e', 'ŋ', 'e', 'dʒ', 'a', 'r']",Indonesian,0.0
memburu,"['m', 'e', 'm', 'b', 'u', 'r', 'u']",Indonesian,0.0
sampai,"['s', 'a', 'm', 'p', 'aɪ']",Indonesian,0.0
tiba,"['t', 'i', 'b', 'a']",Indonesian,0.0
mendekati,"['m', 'e', 'n', 'd', 'e', 'k', 'a', 't', 'i']",Indonesian,0.0
menghampiri,"['m', 'e', 'ŋ', 'h', 'a', 'm', 'p', 'i', 'r', 'i']",Indonesian,0.0
masuk,"['m', 'a', 's', 'u', 'ʔ']",Indonesian,0.5
membawa,"['m', 'e', 'm', 'b', 'a', 'w', 'a']",Indonesian,0.25
menggéndong,"['m', 'e', 'ŋ', 'g', 'é/e', 'n', 'd', 'o', 'ŋ']",Indonesian,1.0
menggenggam,"['m', 'e', 'ŋ', 'g', 'e', 'ŋ', 'g', 'a', 'm']",Indonesian,0.0
menénténg,"['m', 'e', 'n', 'é/e', 'n', 't', 'é/e', 'ŋ']",Indonesian,1.0
menjinjing,"['m', 'e', 'ɲ', 'i', 'ɲ', 'i', 'ŋ']",Indonesian,0.0
memikul,"['m', 'e', 'm', 'i', 'k', 'u', 'l']",Indonesian,0.0
menjunjung,"['m', 'e', 'ɲ', 'u', 'ɲ', 'u', 'ŋ']",Indonesian,0.0
mengepit,"['m', 'e', 'ŋ', 'e', 'p', 'i', 't']",Indonesian,0.0
membawa,"['m', 'e', 'm', 'b', 'a', 'w', 'a']",Indonesian,0.25
mengambil,"['m', 'e', 'ŋ', 'a', 'm', 'b', 'i', 'l']",Indonesian,0.0
mengantar(kan),"['m', 'e', 'ŋ', 'a', 'n', 't', 'a', 'r', 'k', 'a', 'n']",Indonesian,0.75
mengirim(i),"['m', 'e', 'ŋ', 'i', 'r', 'i', 'm', 'i']",Indonesian,0.0
memimpin,"['m', 'e', 'm', 'i', 'm', 'p', 'i', 'n']",Indonesian,0.0
membimbing,"['m', 'e', 'm', 'b', 'i', 'm', 'b', 'i', 'ŋ']",Indonesian,0.5
menuntun,"['m', 'e', 'n', 'u', 'n', 't', 'u', 'n']",Indonesian,0.0
mengemudikan,"['m', 'e', 'ŋ', 'e', 'm', 'u', 'd', 'i', 'k', 'a', 'n']",Indonesian,0.0
menyupir,"['m', 'e', 'ɲ', 'u', 'p', 'i', 'r']",Indonesian,1.0
menyetir,"['m', 'e', 'ɲ', 'e', 't', 'i', 'r']",Indonesian,1.0
mengendarai,"['m', 'e', 'ŋ', 'e', 'n', 'd', 'a', 'r', 'aɪ']",Indonesian,0.75
naik,"['n', 'a', 'i', 'ʔ']",Indonesian,0.0
mendorong,"['m', 'e', 'n', 'd', 'o', 'r', 'o', 'ŋ']",Indonesian,0.0
jalan,"['dʒ', 'a', 'l', 'a', 'n']",Indonesian,0.0
marga (2),"['m', 'a', 'r', 'g', 'a']",Indonesian,1.0
jalan,"['dʒ', 'a', 'l', 'a', 'n']",Indonesian,0.0
jembatan,"['dʒ', 'e', 'm', 'b', 'a', 't', 'a', 'n']",Indonesian,0.0
"titi, titian","['t', 'i', 't', 'i']",Indonesian,0.0
keréta,"['k', 'e', 'r', 'é/e', 't', 'a']",Indonesian,1.0
roda,"['r', 'o', 'd', 'a']",Indonesian,1.0
gandar,"['g', 'a', 'n', 'd', 'a', 'r']",Indonesian,0.0
poros,"['p', 'o', 'r', 'o', 's']",Indonesian,0.25
as,"['a', 's']",Indonesian,1.0
kuk,"['k', 'u', 'ʔ']",Indonesian,0.5
kapal,"['k', 'a', 'p', 'a', 'l']",Indonesian,1.0
bahtera,"['b', 'a', 'h', 't', 'e', 'r', 'a']",Indonesian,1.0
perahu,"['p', 'e', 'r', 'a', 'h', 'u']",Indonesian,0.25
perahu lesung,"['p', 'e', 'r', 'a', 'h', 'u', '+', 'l', 'e', 's', 'u', 'ŋ']",Indonesian,0.0
kano,"['k', 'a', 'n', 'o']",Indonesian,1.0
katir,"['k', 'a', 't', 'i', 'r']",Indonesian,0.0
rakit,"['r', 'a', 'k', 'i', 't']",Indonesian,0.0
dayung,"['d', 'a', 'j', 'u', 'ŋ']",Indonesian,0.0
dayung,"['d', 'a', 'j', 'u', 'ŋ']",Indonesian,0.0
kayuh,"['k', 'a', 'j', 'u', 'h']",Indonesian,0.25
mendayung,"['m', 'e', 'n', 'd', 'a', 'j', 'u', 'ŋ']",Indonesian,0.0
mengayuh,"['m', 'e', 'ŋ', 'a', 'j', 'u', 'h']",Indonesian,0.0
kemudi,"['k', 'e', 'm', 'u', 'd', 'i']",Indonesian,0.0
tiang,"['t', 'i', 'a', 'ŋ']",Indonesian,0.0
layar,"['l', 'a', 'j', 'a', 'r']",Indonesian,0.0
jangkar,"['dʒ', 'a', 'ŋ', 'k', 'a', 'r']",Indonesian,0.5
sauh,"['s', 'a', 'u', 'h']",Indonesian,0.0
pelabuhan,"['p', 'e', 'l', 'a', 'b', 'u', 'h', 'a', 'n']",Indonesian,0.0
bandar,"['b', 'a', 'n', 'd', 'a', 'r']",Indonesian,1.0
mendarat,"['m', 'e', 'n', 'd', 'a', 'r', 'a', 't']",Indonesian,0.0
mempunyai,"['m', 'e', 'm', 'p', 'u', 'ɲ', 'aɪ']",Indonesian,0.0
ada,"['a', 'd', 'a']",Indonesian,0.0
memiliki,"['m', 'e', 'm', 'i', 'l', 'i', 'k', 'i']",Indonesian,0.0
memiliki,"['m', 'e', 'm', 'i', 'l', 'i', 'k', 'i']",Indonesian,0.0
mengambil,"['m', 'e', 'ŋ', 'a', 'm', 'b', 'i', 'l']",Indonesian,0.0
membawa,"['m', 'e', 'm', 'b', 'a', 'w', 'a']",Indonesian,0.25
mengantar(kan),"['m', 'e', 'ŋ', 'a', 'n', 't', 'a', 'r', 'k', 'a', 'n']",Indonesian,0.75
memegang,"['m', 'e', 'm', 'e', 'g', 'a', 'ŋ']",Indonesian,0.0
menggenggam,"['m', 'e', 'ŋ', 'g', 'e', 'ŋ', 'g', 'a', 'm']",Indonesian,0.0
memegang,"['m', 'e', 'm', 'e', 'g', 'a', 'ŋ']",Indonesian,0.0
mendapat,"['m', 'e', 'n', 'd', 'a', 'p', 'a', 't']",Indonesian,0.0
menyimpan,"['m', 'e', 'ɲ', 'i', 'm', 'p', 'a', 'n']",Indonesian,0.0
barang,"['b', 'a', 'r', 'a', 'ŋ']",Indonesian,0.0
benda,"['b', 'e', 'n', 'd', 'a']",Indonesian,1.0
memberi(kan),"['m', 'e', 'm', 'b', 'e', 'r', 'i', 'k', 'a', 'n']",Indonesian,0.0
mengembalikan,"['m', 'e', 'ŋ', 'e', 'm', 'b', 'a', 'l', 'i', 'k', 'a', 'n']",Indonesian,0.0
memelihara,"['m', 'e', 'm', 'e', 'l', 'i', 'h', 'a', 'r', 'a']",Indonesian,1.0
melestarikan,"['m', 'e', 'l', 'e', 's', 't', 'a', 'r', 'i', 'k', 'a', 'n']",Indonesian,0.0
mengawétkan,"['m', 'e', 'ŋ', 'a', 'w', 'é/e', 't', 'k', 'a', 'n']",Indonesian,0.0
menyelamatkan,"['m', 'e', 'ɲ', 'e', 'l', 'a', 'm', 'a', 't', 'k', 'a', 'n']",Indonesian,1.0
menghancurkan,"['m', 'e', 'ŋ', 'h', 'a', 'ɲ', 'u', 'r', 'k', 'a', 'n']",Indonesian,0.0
membinasakan,"['m', 'e', 'm', 'b', 'i', 'n', 'a', 's', 'a', 'k', 'a', 'n']",Indonesian,0.0
melukai,"['m', 'e', 'l', 'u', 'k', 'aɪ']",Indonesian,0.0
mencederai,"['m', 'e', 'ɲ', 'e', 'd', 'e', 'r', 'aɪ']",Indonesian,0.0
mencari,"['m', 'e', 'ɲ', 'a', 'r', 'i']",Indonesian,0.5
ketemu,"['k', 'e', 't', 'e', 'm', 'u']",Indonesian,0.0
menemukan,"['m', 'e', 'n', 'e', 'm', 'u', 'k', 'a', 'n']",Indonesian,0.0
kehilangan,"['k', 'e', 'h', 'i', 'l', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0
melepas,"['m', 'e', 'l', 'e', 'p', 'a', 's']",Indonesian,0.0
uang,"['u', 'a', 'ŋ']",Indonesian,0.75
duit,"['d', 'u', 'i', 't']",Indonesian,1.0
uang logam,"['u', 'a', 'ŋ', '+', 'l', 'o', 'g', 'a', 'm']",Indonesian,0.0
koin,"['k', 'o', 'i', 'n']",Indonesian,1.0
kaya,"['k', 'a', 'j', 'a']",Indonesian,0.25
miskin,"['m', 'i', 's', 'k', 'i', 'n']",Indonesian,1.0
papa,"['p', 'a', 'p', 'a']",Indonesian,1.0
pengemis,"['p', 'e', 'ŋ', 'e', 'm', 'i', 's']",Indonesian,0.0
pelit,"['p', 'e', 'l', 'i', 't']",Indonesian,0.5
kikir,"['k', 'i', 'k', 'i', 'r']",Indonesian,0.0
"sekakar, sekaker","['s', 'e', 'k', 'a', 'k', 'a', 'r']",Indonesian,0.25
meminjamkan,"['m', 'e', 'm', 'i', 'ɲ', 'a', 'm', 'k', 'a', 'n']",Indonesian,0.0
meminjam,"['m', 'e', 'm', 'i', 'ɲ', 'a', 'm']",Indonesian,0.0
berhutang,"['b', 'e', 'r', 'h', 'u', 't', 'a', 'ŋ']",Indonesian,0.0
hutang,"['h', 'u', 't', 'a', 'ŋ']",Indonesian,0.0
membayar,"['m', 'e', 'm', 'b', 'a', 'j', 'a', 'r']",Indonesian,0.0
rékening,"['r', 'é/e', 'k', 'e', 'n', 'i', 'ŋ']",Indonesian,1.0
tagihan,"['t', 'a', 'g', 'i', 'h', 'a', 'n']",Indonesian,0.0
bon,"['b', 'o', 'n']",Indonesian,1.0
bil,"['b', 'i', 'l']",Indonesian,1.0
pajak,"['p', 'a', 'dʒ', 'a', 'ʔ']",Indonesian,0.75
mempekerjakan,"['m', 'e', 'm', 'p', 'e', 'k', 'e', 'r', 'dʒ', 'a', 'k', 'a', 'n']",Indonesian,0.0
mengupahi,"['m', 'e', 'ŋ', 'u', 'p', 'a', 'h', 'i']",Indonesian,0.0
menggaji,"['m', 'e', 'ŋ', 'g', 'a', 'dʒ', 'i']",Indonesian,1.0
gaji,"['g', 'a', 'dʒ', 'i']",Indonesian,1.0
upah,"['u', 'p', 'a', 'h']",Indonesian,0.0
membeli,"['m', 'e', 'm', 'b', 'e', 'l', 'i']",Indonesian,0.0
menjual,"['m', 'e', 'ɲ', 'u', 'a', 'l']",Indonesian,0.0
menukar,"['m', 'e', 'n', 'u', 'k', 'a', 'r']",Indonesian,0.0
membarter,"['m', 'e', 'm', 'b', 'a', 'r', 't', 'e', 'r']",Indonesian,1.0
pedagang,"['p', 'e', 'd', 'a', 'g', 'a', 'ŋ']",Indonesian,0.0
saudagar,"['s', 'a', 'u', 'd', 'a', 'g', 'a', 'r']",Indonesian,1.0
pasar,"['p', 'a', 's', 'a', 'r']",Indonesian,1.0
pekan (2),"['p', 'e', 'k', 'a', 'n']",Indonesian,0.0
toko,"['t', 'o', 'k', 'o']",Indonesian,1.0
kedai,"['k', 'e', 'd', 'aɪ']",Indonesian,1.0
harga,"['h', 'a', 'r', 'g', 'a']",Indonesian,1.0
mahal,"['m', 'a', 'h', 'a', 'l']",Indonesian,0.25
murah,"['m', 'u', 'r', 'a', 'h']",Indonesian,0.5
membagi,"['m', 'e', 'm', 'b', 'a', 'g', 'i']",Indonesian,1.0
setelah,"['s', 'e', 't', 'e', 'l', 'a', 'h']",Indonesian,0.0
sesudah,"['s', 'e', 's', 'u', 'd', 'a', 'h']",Indonesian,0.0
"usai, seusai","['u', 's', 'aɪ']",Indonesian,0.0
(di) belakang,"['d', 'i', '+', 'b', 'e', 'l', 'a', 'k', 'a', 'ŋ']",Indonesian,0.0
di samping,"['d', 'i', '+', 's', 'a', 'm', 'p', 'i', 'ŋ']",Indonesian,0.0
ke bawah,"['k', 'e', '+', 'b', 'a', 'w', 'a', 'h']",Indonesian,0.0
sebelum,"['s', 'e', 'b', 'e', 'l', 'u', 'm']",Indonesian,0.0
(di) depan,"['d', 'i', '+', 'd', 'e', 'p', 'a', 'n']",Indonesian,0.0
di muka,"['d', 'i', '+', 'm', 'u', 'k', 'a']",Indonesian,0.0
(di) dalam,"['d', 'i', '+', 'd', 'a', 'l', 'a', 'm']",Indonesian,0.0
di luar,"['d', 'i', '+', 'l', 'u', 'a', 'r']",Indonesian,0.0
(di) bawah,"['d', 'i', '+', 'b', 'a', 'w', 'a', 'h']",Indonesian,0.0
ke atas,"['k', 'e', '+', 'a', 't', 'a', 's']",Indonesian,0.0
tempat,"['t', 'e', 'm', 'p', 'a', 't']",Indonesian,0.0
menaruh,"['m', 'e', 'n', 'a', 'r', 'u', 'h']",Indonesian,0.0
meletakkan,"['m', 'e', 'l', 'e', 't', 'a', 'k', 'k', 'a', 'n']",Indonesian,0.0
duduk,"['d', 'u', 'd', 'u', 'ʔ']",Indonesian,0.0
berbaring,"['b', 'e', 'r', 'b', 'a', 'r', 'i', 'ŋ']",Indonesian,0.0
tidur,"['t', 'i', 'd', 'u', 'r']",Indonesian,0.0
berdiri,"['b', 'e', 'r', 'd', 'i', 'r', 'i']",Indonesian,0.0
tinggal,"['t', 'i', 'ŋ', 'g', 'a', 'l']",Indonesian,0.0
sisa,"['s', 'i', 's', 'a']",Indonesian,1.0
tulang belulang,"['t', 'u', 'l', 'a', 'ŋ', '+', 'b', 'e', 'l', 'u', 'l', 'a', 'ŋ']",Indonesian,0.0
puing,"['p', 'u', 'i', 'ŋ']",Indonesian,1.0
reruntuhan,"['r', 'e', 'r', 'u', 'n', 't', 'u', 'h', 'a', 'n']",Indonesian,1.0
mengumpulkan,"['m', 'e', 'ŋ', 'u', 'm', 'p', 'u', 'l', 'k', 'a', 'n']",Indonesian,0.0
memungut,"['m', 'e', 'm', 'u', 'ŋ', 'u', 't']",Indonesian,0.0
menumpukkan,"['m', 'e', 'n', 'u', 'm', 'p', 'u', 'k', 'k', 'a', 'n']",Indonesian,0.0
menimbun(kan),"['m', 'e', 'n', 'i', 'm', 'b', 'u', 'n', 'k', 'a', 'n']",Indonesian,0.0
menggabung(kan),"['m', 'e', 'ŋ', 'g', 'a', 'b', 'u', 'ŋ', 'k', 'a', 'n']",Indonesian,0.0
memisahkan,"['m', 'e', 'm', 'i', 's', 'a', 'h', 'k', 'a', 'n']",Indonesian,0.0
menceraikan,"['m', 'e', 'ɲ', 'e', 'r', 'a', 'i', 'k', 'a', 'n']",Indonesian,0.0
membagi,"['m', 'e', 'm', 'b', 'a', 'g', 'i']",Indonesian,1.0
membuka,"['m', 'e', 'm', 'b', 'u', 'k', 'a']",Indonesian,0.0
menutup,"['m', 'e', 'n', 'u', 't', 'u', 'p']",Indonesian,0.0
menutup(i),"['m', 'e', 'n', 'u', 't', 'u', 'p', 'i']",Indonesian,0.0
menyembunyikan,"['m', 'e', 'ɲ', 'e', 'm', 'b', 'u', 'ɲ', 'i', 'k', 'a', 'n']",Indonesian,0.0
tinggi,"['t', 'i', 'ŋ', 'g', 'i']",Indonesian,0.0
rendah,"['r', 'e', 'n', 'd', 'a', 'h']",Indonesian,0.0
puncak,"['p', 'u', 'ɲ', 'a', 'ʔ']",Indonesian,0.0
dasar,"['d', 'a', 's', 'a', 'r']",Indonesian,0.0
ujung,"['u', 'dʒ', 'u', 'ŋ']",Indonesian,0.0
runcing,"['r', 'u', 'ɲ', 'i', 'ŋ']",Indonesian,0.0
tepi,"['t', 'e', 'p', 'i']",Indonesian,0.0
sisi,"['s', 'i', 's', 'i']",Indonesian,0.0
samping,"['s', 'a', 'm', 'p', 'i', 'ŋ']",Indonesian,1.0
segi,"['s', 'e', 'g', 'i']",Indonesian,0.0
tengah,"['t', 'e', 'ŋ', 'a', 'h']",Indonesian,0.0
kanan,"['k', 'a', 'n', 'a', 'n']",Indonesian,0.0
kiri,"['k', 'i', 'r', 'i']",Indonesian,0.0
dekat,"['d', 'e', 'k', 'a', 't']",Indonesian,0.0
jauh,"['dʒ', 'a', 'u', 'h']",Indonesian,0.0
timur,"['t', 'i', 'm', 'u', 'r']",Indonesian,0.0
barat,"['b', 'a', 'r', 'a', 't']",Indonesian,0.0
utara,"['u', 't', 'a', 'r', 'a']",Indonesian,1.0
paksina,"['p', 'a', 'k', 's', 'i', 'n', 'a']",Indonesian,0.0
selatan,"['s', 'e', 'l', 'a', 't', 'a', 'n']",Indonesian,0.0
daksina,"['d', 'a', 'k', 's', 'i', 'n', 'a']",Indonesian,1.0
tumbuh,"['t', 'u', 'm', 'b', 'u', 'h']",Indonesian,0.0
mengukur,"['m', 'e', 'ŋ', 'u', 'k', 'u', 'r']",Indonesian,0.0
depa,"['d', 'e', 'p', 'a']",Indonesian,0.0
besar,"['b', 'e', 's', 'a', 'r']",Indonesian,0.0
kecil,"['k', 'e', 'tʃ', 'i', 'l']",Indonesian,0.0
panjang,"['p', 'a', 'ɲ', 'a', 'ŋ']",Indonesian,0.0
tinggi,"['t', 'i', 'ŋ', 'g', 'i']",Indonesian,0.0
péndék,"['p', 'é/e', 'n', 'd', 'é/e', 'ʔ']",Indonesian,0.0
lébar,"['l', 'é/e', 'b', 'a', 'r']",Indonesian,0.0
luas,"['l', 'u', 'a', 's']",Indonesian,0.0
sempit,"['s', 'e', 'm', 'p', 'i', 't']",Indonesian,0.0
tebal,"['t', 'e', 'b', 'a', 'l']",Indonesian,0.0
tipis,"['t', 'i', 'p', 'i', 's']",Indonesian,0.0
kurus,"['k', 'u', 'r', 'u', 's']",Indonesian,0.0
langsing,"['l', 'a', 'ŋ', 's', 'i', 'ŋ']",Indonesian,1.0
dalam,"['d', 'a', 'l', 'a', 'm']",Indonesian,0.0
dangkal,"['d', 'a', 'ŋ', 'k', 'a', 'l']",Indonesian,0.75
rata,"['r', 'a', 't', 'a']",Indonesian,0.0
datar,"['d', 'a', 't', 'a', 'r']",Indonesian,0.0
gépéng,"['g', 'é/e', 'p', 'é/e', 'ŋ']",Indonesian,1.0
lurus,"['l', 'u', 'r', 'u', 's']",Indonesian,0.0
béngkok,"['b', 'é/e', 'ŋ', 'k', 'o', 'ʔ']",Indonesian,0.0
kait,"['k', 'a', 'i', 't']",Indonesian,0.0
pojok,"['p', 'o', 'dʒ', 'o', 'ʔ']",Indonesian,1.0
sudut,"['s', 'u', 'd', 'u', 't']",Indonesian,0.0
huk,"['h', 'u', 'ʔ']",Indonesian,1.0
palang,"['p', 'a', 'l', 'a', 'ŋ']",Indonesian,0.0
segiempat,"['s', 'e', 'g', 'i', 'e', 'm', 'p', 'a', 't']",Indonesian,0.0
bundar,"['b', 'u', 'n', 'd', 'a', 'r']",Indonesian,0.0
bulat,"['b', 'u', 'l', 'a', 't']",Indonesian,0.0
lingkaran,"['l', 'i', 'ŋ', 'k', 'a', 'r', 'a', 'n']",Indonesian,0.0
bola,"['b', 'o', 'l', 'a']",Indonesian,1.0
garis,"['g', 'a', 'r', 'i', 's']",Indonesian,1.0
baris,"['b', 'a', 'r', 'i', 's']",Indonesian,0.0
"lubang, lobang","['l', 'u', 'b', 'a', 'ŋ']",Indonesian,0.0
mirip,"['m', 'i', 'r', 'i', 'p']",Indonesian,1.0
mengubah,"['m', 'e', 'ŋ', 'u', 'b', 'a', 'h']",Indonesian,0.0
mengganti,"['m', 'e', 'ŋ', 'g', 'a', 'n', 't', 'i']",Indonesian,0.0
nol,"['n', 'o', 'l']",Indonesian,1.0
kosong,"['k', 'o', 's', 'o', 'ŋ']",Indonesian,0.0
satu,"['s', 'a', 't', 'u']",Indonesian,0.25
dua,"['d', 'u', 'a']",Indonesian,0.0
tiga,"['t', 'i', 'g', 'a']",Indonesian,0.75
empat,"['e', 'm', 'p', 'a', 't']",Indonesian,0.0
lima,"['l', 'i', 'm', 'a']",Indonesian,0.0
enam,"['e', 'n', 'a', 'm']",Indonesian,0.0
tujuh,"['t', 'u', 'dʒ', 'u', 'h']",Indonesian,0.0
delapan,"['d', 'e', 'l', 'a', 'p', 'a', 'n']",Indonesian,0.0
sembilan,"['s', 'e', 'm', 'b', 'i', 'l', 'a', 'n']",Indonesian,0.0
sepuluh,"['s', 'e', 'p', 'u', 'l', 'u', 'h']",Indonesian,0.0
sebelas,"['s', 'e', 'b', 'e', 'l', 'a', 's']",Indonesian,0.5
dua belas,"['d', 'u', 'a', '+', 'b', 'e', 'l', 'a', 's']",Indonesian,0.0
lima belas,"['l', 'i', 'm', 'a', '+', 'b', 'e', 'l', 'a', 's']",Indonesian,0.0
dua puluh,"['d', 'u', 'a', '+', 'p', 'u', 'l', 'u', 'h']",Indonesian,0.0
seratus,"['s', 'e', 'r', 'a', 't', 'u', 's']",Indonesian,0.0
seribu,"['s', 'e', 'r', 'i', 'b', 'u']",Indonesian,0.0
menghitung,"['m', 'e', 'ŋ', 'h', 'i', 't', 'u', 'ŋ']",Indonesian,0.0
semua,"['s', 'e', 'm', 'u', 'a']",Indonesian,1.0
segala,"['s', 'e', 'g', 'a', 'l', 'a']",Indonesian,1.0
banyak,"['b', 'a', 'ɲ', 'a', 'ʔ']",Indonesian,0.0
lebih,"['l', 'e', 'b', 'i', 'h']",Indonesian,0.0
lagi,"['l', 'a', 'g', 'i']",Indonesian,0.0
sedikit,"['s', 'e', 'd', 'i', 'k', 'i', 't']",Indonesian,0.0
cukup,"['tʃ', 'u', 'k', 'u', 'p']",Indonesian,0.0
beberapa,"['b', 'e', 'b', 'e', 'r', 'a', 'p', 'a']",Indonesian,0.0
massa,"['m', 'a', 'ss/s', 'a']",Indonesian,1.0
penuh,"['p', 'e', 'n', 'u', 'h']",Indonesian,0.0
kosong,"['k', 'o', 's', 'o', 'ŋ']",Indonesian,0.0
bagian,"['b', 'a', 'g', 'i', 'a', 'n']",Indonesian,0.0
setengah,"['s', 'e', 't', 'e', 'ŋ', 'a', 'h']",Indonesian,0.0
separo,"['s', 'e', 'p', 'a', 'r', 'o']",Indonesian,1.0
separuh,"['s', 'e', 'p', 'a', 'r', 'u', 'h']",Indonesian,0.0
hanya,"['h', 'a', 'ɲ', 'a']",Indonesian,0.0
cuma,"['tʃ', 'u', 'm', 'a']",Indonesian,1.0
satu-satunya,"['s', 'a', 't', 'u', '+', 's', 'a', 't', 'u', 'ɲ', 'a']",Indonesian,0.0
pertama,"['p', 'e', 'r', 't', 'a', 'm', 'a']",Indonesian,1.0
kesatu,"['k', 'e', 's', 'a', 't', 'u']",Indonesian,0.0
terakhir,"['t', 'e', 'r', 'a', 'x', 'i', 'r']",Indonesian,0.0
kedua,"['k', 'e', 'd', 'u', 'a']",Indonesian,0.0
pasang (2),"['p', 'a', 's', 'a', 'ŋ']",Indonesian,0.0
ketiga,"['k', 'e', 't', 'i', 'g', 'a']",Indonesian,0.0
waktu,"['w', 'a', 'k', 't', 'u']",Indonesian,1.0
masa,"['m', 'a', 's', 'a']",Indonesian,1.0
tempo,"['t', 'e', 'm', 'p', 'o']",Indonesian,1.0
umur,"['u', 'm', 'u', 'r']",Indonesian,1.0
usia,"['u', 's', 'i', 'a']",Indonesian,1.0
baru,"['b', 'a', 'r', 'u']",Indonesian,0.0
muda,"['m', 'u', 'd', 'a']",Indonesian,0.0
tua,"['t', 'u', 'a']",Indonesian,0.0
awal,"['a', 'w', 'a', 'l']",Indonesian,1.0
dini,"['d', 'i', 'n', 'i']",Indonesian,0.75
lat,"['l', 'a', 't']",Indonesian,1.0
terlambat,"['t', 'e', 'r', 'l', 'a', 'm', 'b', 'a', 't']",Indonesian,0.0
telat,"['t', 'e', 'l', 'a', 't']",Indonesian,1.0
sekarang,"['s', 'e', 'k', 'a', 'r', 'a', 'ŋ']",Indonesian,0.0
kini,"['k', 'i', 'n', 'i']",Indonesian,0.0
segera,"['s', 'e', 'g', 'e', 'r', 'a']",Indonesian,1.0
langsung,"['l', 'a', 'ŋ', 's', 'u', 'ŋ']",Indonesian,0.0
serta-merta,"['s', 'e', 'r', 't', 'a', '+', 'm', 'e', 'r', 't', 'a']",Indonesian,0.0
cepat,"['tʃ', 'e', 'p', 'a', 't']",Indonesian,0.0
laju,"['l', 'a', 'dʒ', 'u']",Indonesian,0.75
pesat,"['p', 'e', 's', 'a', 't']",Indonesian,0.0
pelan,"['p', 'e', 'l', 'a', 'n']",Indonesian,0.0
lambat,"['l', 'a', 'm', 'b', 'a', 't']",Indonesian,0.0
terburu-buru,"['t', 'e', 'r', 'b', 'u', 'r', 'u', '+', 'b', 'u', 'r', 'u']",Indonesian,0.0
cepat,"['tʃ', 'e', 'p', 'a', 't']",Indonesian,0.0
tergesa-gesa,"['t', 'e', 'r', 'g', 'e', 's', 'a', '+', 'g', 'e', 's', 'a']",Indonesian,0.0
bergegas,"['b', 'e', 'r', 'g', 'e', 'g', 'a', 's']",Indonesian,0.0
telat,"['t', 'e', 'l', 'a', 't']",Indonesian,1.0
terlambat,"['t', 'e', 'r', 'l', 'a', 'm', 'b', 'a', 't']",Indonesian,0.0
lat,"['l', 'a', 't']",Indonesian,1.0
memulai,"['m', 'e', 'm', 'u', 'l', 'aɪ']",Indonesian,0.0
berlangsung,"['b', 'e', 'r', 'l', 'a', 'ŋ', 's', 'u', 'ŋ']",Indonesian,0.0
akhir,"['a', 'x', 'i', 'r']",Indonesian,1.0
penghabisan,"['p', 'e', 'ŋ', 'h', 'a', 'b', 'i', 's', 'a', 'n']",Indonesian,0.0
tamat,"['t', 'a', 'm', 'a', 't']",Indonesian,1.0
penghujung,"['p', 'e', 'ŋ', 'h', 'u', 'dʒ', 'u', 'ŋ']",Indonesian,0.0
selesai,"['s', 'e', 'l', 'e', 's', 'aɪ']",Indonesian,0.25
berhenti,"['b', 'e', 'r', 'h', 'e', 'n', 't', 'i']",Indonesian,0.0
siap,"['s', 'i', 'a', 'p']",Indonesian,0.0
sedia,"['s', 'e', 'd', 'i', 'a']",Indonesian,1.0
selalu,"['s', 'e', 'l', 'a', 'l', 'u']",Indonesian,0.0
"sentiasa, senantiasa","['s', 'e', 'n', 't', 'i', 'a', 's', 'a']",Indonesian,1.0
sering,"['s', 'e', 'r', 'i', 'ŋ']",Indonesian,0.0
acap kali,"['a', 'tʃ', 'a', 'p', '+', 'k', 'a', 'l', 'i']",Indonesian,0.0
kerap kali,"['k', 'e', 'r', 'a', 'p', '+', 'k', 'a', 'l', 'i']",Indonesian,0.0
kadang-kadang,"['k', 'a', 'd', 'a', 'ŋ', '+', 'k', 'a', 'd', 'a', 'ŋ']",Indonesian,0.0
kadangkala,"['k', 'a', 'd', 'a', 'ŋ', 'k', 'a', 'l', 'a']",Indonesian,0.0
segera,"['s', 'e', 'g', 'e', 'r', 'a']",Indonesian,1.0
lama,"['l', 'a', 'm', 'a']",Indonesian,0.0
lagi,"['l', 'a', 'g', 'i']",Indonesian,0.0
semula,"['s', 'e', 'm', 'u', 'l', 'a']",Indonesian,0.0
siang (1),"['s', 'i', 'a', 'ŋ']",Indonesian,0.0
malam,"['m', 'a', 'l', 'a', 'm']",Indonesian,0.0
fajar,"['f', 'a', 'dʒ', 'a', 'r']",Indonesian,1.0
subuh,"['s', 'u', 'b', 'u', 'h']",Indonesian,1.0
pagi,"['p', 'a', 'g', 'i']",Indonesian,0.0
siang (2),"['s', 'i', 'a', 'ŋ']",Indonesian,0.0
tengah hari,"['t', 'e', 'ŋ', 'a', 'h', '+', 'h', 'a', 'r', 'i']",Indonesian,0.0
soré,"['s', 'o', 'r', 'é/e']",Indonesian,1.0
petang,"['p', 'e', 't', 'a', 'ŋ']",Indonesian,0.0
